,video_id,channelTitle,title,description,tags,publishedAt,viewCount,likeCount,favouriteCount,commentCount,duration,definition,caption
48,NMMJQju4OSQ,FILTHYFELLAS,SPEED DRAFTING CURRENT PREMIER LEAGUE TEAMS IN AN 11 VS 11 VS 11 SURVIVOR SERIES STYLE FIGHT!!!,"THE BRAND NEW FILTHY AWAY SHIRT IS AVAILABLE NOW AT - HTTP://WWW.FILTHYATFIVE.COM

STREAM IF I COULDN'T RAP, I WOULDN'T RAP - https://spoti.fi/3sQMUcj

There was a day in October where we tried to record a full Filthy episode, but only three people could make it, so we charged it to the game and recorded a special Speed Draft because we love you lot with all of our heart. PK HUMBLE, JORDY and TEGO come together to build three 11-man teams to win a fight with Premier League players only!!


SHOP FILTHY - https://filthyatfive.com/

Gang.

Listen to Filthy @ Five on Apple Podcast - https://apple.co/3lG1gHL​
Listen to Filthy @ Five on Spotify - https://spoti.fi/3jIsgo0​

If you haven't subscribed to #FilthyFellas​ yet it's because you're a tramp. Subscribe and rate.",,2022-11-07T18:00:10Z,55914,1730,,135,PT33M36S,hd,false
49,biH_S3V9nfk,FILTHYFELLAS,"IF WE COULDN'T POD, WE WOULDN'T POD!!! | FILTHY @ FIVE","THE BRAND NEW FILTHY AWAY SHIRT IS AVAILABLE NOW AT - HTTP://WWW.FILTHYATFIVE.COM

STREAM IF I COULDN'T RAP, I WOULDN'T RAP - https://spoti.fi/3sQMUcj

The Premier League is starting to look like a Premier League and certain teams just can't stop winning, so with Jordan Henderson on board bringing incredible quotes from throughout his career, we got Miles, Specs, Lippy, Margs, Poet, Jordy and Tego to catch-up on the latest. And you have to know that If We Couldn't Pod, We Wouldn't Pod and that's on crip.

SHOP FILTHY - https://filthyatfive.com/

Gang.

Listen to Filthy @ Five on Apple Podcast - https://apple.co/3lG1gHL​
Listen to Filthy @ Five on Spotify - https://spoti.fi/3jIsgo0​

If you haven't subscribed to #FilthyFellas​ yet it's because you're a tramp. Subscribe and rate.","['Miles', 'Specs', 'Specs Gonzalez', 'Lippy', 'Lippy Lickshot', 'Margs', 'Poet', 'Tego', 'Tego Sigel', 'Jordy', 'FilthyFellas', 'Filthy Fellas', 'Filthy @ FIve', 'Premier League', 'Podcast', 'Arsenal', 'Banter', 'Chelsea', 'Manchester United', 'Manchester City', 'Graham Potter']",2022-11-02T17:00:01Z,128497,3021,,396,PT1H8M10S,hd,false
50,rWiL3t-dJfM,FILTHYFELLAS,TOP 10 LEFT BACKS IN THE PREMIER LEAGUE 2022/23 & BRITAIN HAS A NEW PRIME MINISTER | FILTHY @ FIVE,"THE BRAND NEW FILTHY AWAY SHIRT IS AVAILABLE NOW AT - HTTP://WWW.FILTHYATFIVE.COM

Every now and then we come through with an episode that can only be defined as a classic and with the turmoil of this long winter looming, surely it was our responsibility to deliver one when discussing Premier League left backs? If not us then who? With a new Prime Minister in situ - Poet, Savage Dan, Miles, Lippy, Margs, PK Humble, Tego Sigel and a short cameo from Jordy (If I Couldn't Rap, I Wouldn't Rap - Out now!) get into some serious politics including nuclear power, Russia, Liz Truss, Tony Blair and more...

SHOP FILTHY - https://filthyatfive.com/

Gang.

Listen to Filthy @ Five on Apple Podcast - https://apple.co/3lG1gHL​
Listen to Filthy @ Five on Spotify - https://spoti.fi/3jIsgo0​

If you haven't subscribed to #FilthyFellas​ yet it's because you're a tramp. Subscribe and rate.","['FILTHYFELLAS', 'FILTHY FELLAS', 'FILTHY @ FIVE', 'POET', 'MARGS', 'PK HUMBLE', 'TEGO SIGEL', 'JORDY', 'ELT CHEEKZ', 'KILLY', 'SAVAGE DAN', 'LIPPY', 'MILES', 'BEST LEFT BACKS', 'TOP 10 LEFT BACKS', 'LIZ TRUSS', 'RISHI SUNAK', 'LABOUR PARTY', 'CONSERVATIVE PARTY', 'PRIME MINISTER', 'PODCAST', 'ROUND TABLE', 'DEBATE', 'TONY BLAIR', 'RUSSIA', 'BANTER', 'COMEDY', 'FUNNY', 'JOAO CANCELO', 'ANDREW ROBERTSON', 'LIVERPOOL', 'MANCHESTER CITY', 'LUKE SHAW', 'ARSENAl', 'DEbate', 'TOp 10 List']",2022-10-26T16:00:10Z,134887,2803,,455,PT1H16M10S,hd,false
51,c-mvtPG0oII,FILTHYFELLAS,TOP 10 CENTRE BACKS IN THE PREMIER LEAGUE 2022/23!!! | FILTHY @ FIVE,"THE BRAND NEW FILTHY AWAY SHIRT IS AVAILABLE NOW AT - HTTP://WWW.FILTHYATFIVE.COM

The powers of recovery are limitless at Filthy and with a bulging panel of Specs Gonzalez, Miles, Margs, Lippy, Stevo The Madman and Tego Sigel the boys talk a little film, a little blood donation (http://aclt.org) and a lot of centre backs as they count down the best 10 in that position in the Premier League today. A lot has changed in a year, but is the top spot safe from challengers?

SHOP FILTHY - https://filthyatfive.com/

Gang.

Listen to Filthy @ Five on Apple Podcast - https://apple.co/3lG1gHL​
Listen to Filthy @ Five on Spotify - https://spoti.fi/3jIsgo0​

If you haven't subscribed to #FilthyFellas​ yet it's because you're a tramp. Subscribe and rate.","['Specs', 'Specs Gonzalez', 'Specz', 'Lippy', 'Lickshot Lippy', 'Stevo The Madman', 'STMM', 'StevoTheMadman', 'Miles', 'Miles Fearon', 'Margs', 'Tego Sigel', 'Tego', 'Banter', 'comedy', 'Top 10 Centre Backs', 'Virgil van Dijk', 'Marc Guehi', 'Aymeric Laporte', 'John Stones', 'William Saliba', 'Arsenal', 'Manchester United', 'Thiago Silva', 'Premier League', 'FIlthyFellas', 'Filthy Fellas', 'Filthy @ Five', 'Podcast']",2022-10-19T16:00:01Z,178598,3281,,793,PT1H24M10S,hd,false
52,jsmFXMc2XIw,FILTHYFELLAS,THE FLU GAME (THE CONSTRUCTION SITE BREAD AND BUTTER)!!! | FILTHY @ FIVE,"THE BRAND NEW FILTHY AWAY SHIRT IS AVAILABLE NOW AT - HTTP://WWW.FILTHYATFIVE.COM

With a new pandemic of the common flu or influenza knocking out half of the first-team squad, the boys still managed to pull-together a title challenging squad to talk about bread and butter, writing back-stories, the jump from-non league to professional, getting raided, Ozzy Osbourne, Jordan Henderson's maybe-maybe not and more. Margs, PK Humble, Miles and Tego Sigel keep the pace up for a full 90+.

SHOP FILTHY - https://filthyatfive.com/

Gang.

Listen to Filthy @ Five on Apple Podcast - https://apple.co/3lG1gHL​
Listen to Filthy @ Five on Spotify - https://spoti.fi/3jIsgo0​

If you haven't subscribed to #FilthyFellas​ yet it's because you're a tramp. Subscribe and rate.","['Flu Game', 'Filthy @ Five', 'FILTHY FELLAS', 'FILTHYFELLAS', 'FILTHY FELLAS PODCAST', 'FILTHYFELLAS PODCAST', 'TEGO SIGEL', 'MILES FEARON', 'MARGS', 'PK HUMBLE', 'BANTER', 'COMEDY', 'JORDAN HENDERSON RACIST', 'OZZY OSBOURNE', 'Speed', 'IShowSpeed', 'I Show Speed', 'Bread and Butter', 'Bread on the Table', 'Premier League', 'Funny', 'Football', 'banter', 'Arsenal', 'Chelsea', 'Manchester United', 'Thomas Partey']",2022-10-12T16:00:09Z,105867,2930,,314,PT1H6M42S,hd,false
53,nh10KqQGKKY,FILTHYFELLAS,ARE ARSENAL IN THE TITLE RACE AND ARE MANCHESTER UNITED FOLLOWING THEM??? | FILTHY @ FIVE,"THE BRAND NEW FILTHY AWAY SHIRT IS AVAILABLE NOW AT - HTTP://WWW.FILTHYATFIVE.COM

With a massive derby-weekend in our rear-view mirror and a lot of pain in Tottenham and even more pain on the red side of Manchester, the Filthy boys got together to discuss whether or not Arsenal are in the title race, whether they're really being respected, whether Manchester United are following in their footsteps and what this means for the season almost a quarter of the way through...

SHOP FILTHY - https://filthyatfive.com/

Gang.

Listen to Filthy @ Five on Apple Podcast - https://apple.co/3lG1gHL​
Listen to Filthy @ Five on Spotify - https://spoti.fi/3jIsgo0​

If you haven't subscribed to #FilthyFellas​ yet it's because you're a tramp. Subscribe and rate.","['FILTHY @ FIVE', 'FILTHYFELLAS', 'FILTHY FELLAS', 'POET', 'PK HUMBLE', 'TEGO SIGEL', 'JORDY', 'JORDYINIT', 'JORDY INIT', 'SPECS GONZALEZ', 'MILES FEARON', 'Miles', 'FFS', 'Filthy FEllas Podcast', 'Podcast', 'Premier League', 'Arsenal', 'Arsenal 3-1 Tottenham', 'Arsenal 3-1 Spurs', 'Manchester City 6-3 Manchester United', 'Man City 6-3 Man Utd', 'banter', 'Comedy', 'Debate', 'Lippy']",2022-10-05T16:00:11Z,177902,3963,,840,PT1H21M12S,hd,false
54,j0xWjQSqNXM,FILTHYFELLAS,WHO IS THE BEST ENGLISH FOOTBALL PLAYER ON THE PLANET TODAY??? | FILTHY @ FIVE,"THE BRAND NEW FILTHY AWAY SHIRT IS AVAILABLE NOW AT - HTTP://WWW.FILTHYATFIVE.COM

It's International Break and true Filthy Fellas know how little that means to us, but while nationalism abounds and the pound crumbles, Gareth Southgate serves as a proxy-Kwasi Kwarteng whose position feels absolutely untenable to those most invested, we brought one of the biggest football fans on the planet RV on to the show to bust the recession with his fuego takes. Counting down the 10 BEST ENGLISH FOOTBALL PLAYERS ON THE PLANET TODAY we've got PK Humble, Specs Gonzalez, Jordy, Stevo The Madman, Lippy, Margs, Tego and the aforementioned RV.

SHOP FILTHY - https://filthyatfive.com/

Gang.

Listen to Filthy @ Five on Apple Podcast - https://apple.co/3lG1gHL​
Listen to Filthy @ Five on Spotify - https://spoti.fi/3jIsgo0​

If you haven't subscribed to #FilthyFellas​ yet it's because you're a tramp. Subscribe and rate.","['PK Humble', 'Specs Gonzalez', 'Jordy', 'Specs', 'Stevo The Madman', 'Stevo The Mad Man', 'STMM', 'RV', 'OFB', 'Lippy', 'Tego Sigel', 'Tego', 'Margs', 'Jude Bellingham', 'Harry Kane', 'Raheem Sterling', 'Phil Foden', 'Jordan Henderson', 'Mason Mount', 'Reece James', 'Trent Alexander-Arnold', 'Top 10 English Players', 'England Players', 'England', 'Gareth Southgate', 'Football', 'Filthy Fellas', 'Filthy @ Five', 'FilthyFEllas', 'Podcast', 'Filthy Fellas Podcast', 'Drill', 'Grime']",2022-09-28T16:00:08Z,205265,3662,,890,PT1H25M26S,hd,false
55,8LfTF2_ZWpY,FILTHYFELLAS,IS DARWIN NUNEZ THE WORST SIGNING OF THE 2022/23 SUMMER TRANSFER WINDOW??!?!! | FILTHY @ FIVE,"THE BRAND NEW FILTHY AWAY SHIRT IS AVAILABLE NOW AT - HTTP://WWW.FILTHYATFIVE.COM

We're back from our forced Bank Holiday/ L*ckd*wn to follow-up our huge Top 10 Best Signings of the 2022/23 Transfer Window list with our always classic Top 10 WORST Signings of that same window. Savage Dan, Specs, Poet, Lippy, Jordy, Skits and Tego Sigel run down a few stinkers and a few agendas as we see the Premier League season grind to a pointless international football enforced halt.

SHOP FILTHY - https://filthyatfive.com/

Gang.

Listen to Filthy @ Five on Apple Podcast - https://apple.co/3lG1gHL​
Listen to Filthy @ Five on Spotify - https://spoti.fi/3jIsgo0​

If you haven't subscribed to #FilthyFellas​ yet it's because you're a tramp. Subscribe and rate.","['FILTHY FELLAS', 'FILTHYFELLAS', 'FILTHY @ FIVE', 'SAVAGE DAN', 'SPECS GONZALEZ', 'POET', 'LIPPY', 'TEGO SIGEL', 'TEGO', 'JORDY', 'BANTER', 'COMEDY', 'PREMIER LEAGUE', 'DARWIN NUNEZ', 'JESSE LINGARD', 'PIERRE EMERICK AUBAMEYANG', 'WILLIAN', 'KALIDOU KOULIBALY', 'CASEMIRO', 'MATT TURNER', 'WORST SIGNINGS', 'WORST TRANSFERS', 'TOP 10', 'TOP 10 WORST TRANSFERS', '2022/23 SEASON', 'SUMMER TRANSFER WINDOW', 'GIANLUCCA SCAMACCA', 'FABIO VIEIRA', 'ARTHUR MELO', 'PODCAST', 'FILTHYFELLAS PODCAST', 'FILTHY FELLAS PODCAST']",2022-09-21T16:00:02Z,171409,3697,,524,PT1H13M21S,hd,false
56,jXKdJNE6qhE,FILTHYFELLAS,WAS GABRIEL JESUS THE BEST SIGNING OF THE 2022/23 SUMMER TRANSFER WINDOW??? | FILTHY @ FIVE,"THE BRAND NEW FILTHY AWAY SHIRT IS AVAILABLE NOW AT - HTTP://WWW.FILTHYATFIVE.COM

We're not sure if if YouTube is going to punish us for mentioning that thing that happened in the UK last week that cost us a weekend of Premier League football, so we're not going to, but luckily we were able to come together without their permission to bring you our first Top 10 of the 2022/23 season and it's focused on the best transfers of the summer window. Specs, PK, Jordy, Miles, Poet, Stevo and Tego also talk 2006, throw some shots and spill some drinks.

SHOP FILTHY - https://filthyatfive.com/

Gang.

Listen to Filthy @ Five on Apple Podcast - https://apple.co/3lG1gHL​
Listen to Filthy @ Five on Spotify - https://spoti.fi/3jIsgo0​

If you haven't subscribed to #FilthyFellas​ yet it's because you're a tramp. Subscribe and rate.","['FILTHYFELLAS', 'FILTHY @ FIVE', 'FILTHY FELLAS', 'POET', 'SPECS GONZALEZ', 'PK HUMBLE', 'RWD MAGAZINE', 'REWIND MAGAZINE', 'MILES FEARON', 'STEVO THE MADMAN', 'STEVO', 'STMM', 'JORDY', 'TOP 10 TRANSFERS', 'GABRIEL JESUS', 'ERLING HAALAND', 'RAHEEM STERLING', 'OLYKSANDR ZINCHENKO', 'COMEDY', 'FUNNY', 'PODCAST', 'FILTHY FELLAS PODCAST']",2022-09-14T16:00:10Z,205314,3646,,703,PT1H23M4S,hd,false
57,6NNlyCJZkuc,FILTHYFELLAS,HAS PAUL POGBA BEEN BURYING HYENAS??? | FILTHY @ FIVE,"THE BRAND NEW FILTHY AWAY SHIRT IS AVAILABLE NOW AT HTTP://WWW.FILTHYATFIVE.COM

Harry Pinero saw Manchester United go on a run and decided to make his long awaited return to Filthy @ Five. Make of that what you will. Talking Paul Pogba and Hyenas, best surprises of the season so far and more madness, H is joined by Jordy, PK Humble, Lippy, Tego Sigel and Poet and Lumos as well if you care.

SHOP FILTHY - https://filthyatfive.com/

Gang.

Listen to Filthy @ Five on Apple Podcast - https://apple.co/3lG1gHL​
Listen to Filthy @ Five on Spotify - https://spoti.fi/3jIsgo0​

If you haven't subscribed to #FilthyFellas​ yet it's because you're a tramp. Subscribe and rate.","['FILTHYFELLAS', 'FILTHY @ FIVE', 'FILTHY FELLAS', 'HARRY PINERO', 'PAUL POGBA', 'HYENA', 'BLACK MAGIC', 'WITCHCRAFT', 'PODCAST', 'FOOTBALL', 'TEGO SIGEL', 'TEGO', 'POET', 'LIPPY', 'PL HUMBLE', 'JORDY']",2022-09-07T16:00:03Z,169150,3721,,316,PT1H7M56S,hd,false
58,-7Khkrqj6N8,FILTHYFELLAS,CHAMPIONS LEAGUE 2022/23 GROUP STAGE DRAFT!!! ONE PLAYER PER TEAM!!! | FILTHY @ FIVE,"THE BRAND NEW FILTHY AWAY SHIRT IS AVAILABLE NOW AT HTTP://WWW.FILTHYATFIVE.COM

With a reduced panel with all green lines, Jordy, Lippy, Margs, PK Humble and Tego Sigel add rules and stipulations to a draft of only Champions League group stage players. They're only allowed to pick one player per team and Lippy should really be on a Bundesliga ban!

SHOP FILTHY - https://filthyatfive.com/

Gang.

Listen to Filthy @ Five on Apple Podcast - https://apple.co/3lG1gHL​
Listen to Filthy @ Five on Spotify - https://spoti.fi/3jIsgo0​

If you haven't subscribed to #FilthyFellas​ yet it's because you're a tramp. Subscribe and rate.","['JORDY', 'LIPPY', 'CHAMPIONS LEAGUE DRAFT', 'MARGS', 'PK HUMBLE', 'TEGO SIGEL', 'FILTHYFELLAS', 'FILTHY FELLAS', 'FILTHY @ FIVE', 'JUDE BELLINGHAM', 'CHELSEA', 'MANCHESTER CITY', 'TOTTENHAM HOTSPUR', 'HARRY KANE', 'ERLING HAALAND', 'INTER MILAN', 'BANTER', 'COMEDY', 'PODCAST', 'FILTHY FELLAS PODCAST', 'FOOTBALL', 'PREMIER LEAGUE', 'DRAFT']",2022-08-31T16:00:04Z,144406,3362,,341,PT1H7M8S,hd,false
59,O3e33PIxIdE,FILTHYFELLAS,MANCHESTER UNITED BEAT LIVERPOOL & PREMIER LEAGUE ROYAL RUMBLE | FILTHY @ FIVE,"THE BRAND NEW FILTHY AWAY SHIRT IS AVAILABLE NOW AT HTTP://WWW.FILTHYATFIVE.COM

With Liverpool getting worked by Manchester United on Monday we had to come together to discuss what has been an insane start to the season for both clubs as well has an absolute stinker of weekend for Chelsea before we break, go back in time and talk about who would win a Royal Rumble of Premier League players. Lippy, PK Humble, Specs, Poet, Stevo The Madman, Jordy, Dazza, Miles, Skits and Tego all make appearances across the two shoots.

SHOP FILTHY - https://filthyatfive.com/

Gang.

Listen to Filthy @ Five on Apple Podcast - https://apple.co/3lG1gHL​
Listen to Filthy @ Five on Spotify - https://spoti.fi/3jIsgo0​

If you haven't subscribed to #FilthyFellas​ yet it's because you're a tramp. Subscribe and rate.","['Lippy', 'PK Humble', 'PK', 'Tego Sigel', 'Tego', 'Specs Gonzalez', 'Specz', 'Specs', 'Poet', 'Stevo The Madman', 'Stevo The Mad Man', 'STMM', 'Jordy', 'Dazza', 'Big Daz', 'Skits', 'FilthyFellas', 'Filthy Fellas', 'Manchester United', 'Liverpool', 'Man Utd', 'MUFC', '2-1', 'Manchester United 2-1 Liverpool', 'Marcus Rashford', 'Virgil van Dijk', 'Chelsea', 'Premier League Royal Rumble', 'Royal Rumble', 'Premier League', 'Podcast']",2022-08-24T16:00:02Z,247931,3907,,680,PT1H35M59S,hd,false
60,x43KzPB4XzI,FILTHYFELLAS,POET VS MILES TWO YEARS ON - ALL CAMERA ANGLES!!! NO EDITS!!! HOW IT REALLY WENT DOWN!!!,"It's been two years since Poet and Miles created the most viral moment in FilthyFellas history and while the blogs, the Tweets, the reactions and the streets had their say, we decided to mark the anniversary with a full all-camera breakdown of the event. We haven't edited a second of it for your viewing pleasure.

This is episode 13 of Filthy @ Five, one of the first episodes Lippy ever appeared in, one of the early Margs episodes and easily the most explosive debate about left-backs of all time.

If you don't remember the full episode you can watch it right here - https://youtu.be/MWNwvY72MIA

Listen to Filthy @ Five on Apple Podcast - https://apple.co/3lG1gHL
Listen to Filthy @ Five on Spotify - https://spoti.fi/3jIsgo0

If you haven't subscribed to #FilthyFellas yet it's because you're a tramp. Subscribe and rate.","['Poet and Miles', 'Poet Vs Miles', 'Poet', 'Miles', 'Beef', 'Fight', 'Argument', 'Viral', 'FilthyFellas', 'Filthy Fellas', 'Filthy @ Five', 'Uncut', 'No Edit', 'Specs Gonzalez']",2022-08-19T16:00:43Z,93221,3573,,573,PT11M24S,hd,false
61,JJVGixAfNtY,FILTHYFELLAS,BIG D!@K PREDICTIONS FOR THE 2022/23 PREMIER LEAGUE SEASON!!! | FILTHY @ FIVE,"THE BRAND NEW FILTHY AWAY SHIRT IS AVAILABLE NOW AT HTTP://WWW.FILTHYATFIVE.COM

The boys are whipping their pieces out and slapping them on the table with the boldest predictions they believe they can make for the 2022/23 season!!! Digging deep into their fortune telling bags, Miles, Specs, Stevo, PK, Margs, Lippy, Poet, Jordy and Tego show major manhood as the season starts to heat up.

SHOP FILTHY - https://filthyatfive.com/

Gang.

Listen to Filthy @ Five on Apple Podcast - https://apple.co/3lG1gHL​
Listen to Filthy @ Five on Spotify - https://spoti.fi/3jIsgo0​

If you haven't subscribed to #FilthyFellas​ yet it's because you're a tramp. Subscribe and rate.",,2022-08-17T16:00:06Z,174844,3845,,613,PT1H8M24S,hd,false
62,0c2iCin6sSI,FILTHYFELLAS,"RIO FERDINAND JOINS FILTHY TO TALK DAVID BECKHAM, ROY KEANE, GERARD PIQUE & MORE | FILTHY @ FIVE","THE BRAND NEW FILTHY AWAY SHIRT IS AVAILABLE NOW AT HTTP://WWW.FILTHYATFIVE.COM

SUBSCRIBE TO RIO'S CHANNEL RIO FERDINAND PRESENTS FIVE - https://www.youtube.com/c/5magazine

We only do elite on Filthy and for the first time we have a player that topped one of our all-time lists. The greatest centre-back in Premier League history, the Champions League, FA Cup, League Cup, Premier League, World Club Cup, multiple team of the year winner and 81 cap holding former West Ham, Leeds United, Manchester United and Queens Park Rangers legend Rio Ferdinand joins Margs, Lippy, Poet, Jordy, Savage Dan, Miles, PK Humble, Skits, Specs and Tego talk Roy Keane, David Beckham, Gary Neville, Gerard Pique, Dennis Bergkamp and more...

SHOP FILTHY - https://filthyatfive.com/

Gang.

Listen to Filthy @ Five on Apple Podcast - https://apple.co/3lG1gHL​
Listen to Filthy @ Five on Spotify - https://spoti.fi/3jIsgo0​

If you haven't subscribed to #FilthyFellas​ yet it's because you're a tramp. Subscribe and rate.","['MARGS', 'RIO FERDINAND', 'LIPPY', 'PK HUMBLE', 'Tego SIGEL', 'MANCHESTER UNITED', 'FILTHY FELLAS', 'FILTHYFELLAS', 'FILTHY @ FIVe', 'Podcast', 'Football', 'West Ham', 'Jordy', 'Miles', 'Savage Dan', 'Specs Gonzalez', 'Skits', 'Interview', 'Banter', 'Champions League', 'Gerard Pique', 'FilthyFellas Podcast', 'Filthy Fellas Podcast']",2022-08-10T16:06:31Z,487125,10869,,693,PT1H25M49S,hd,false
63,5hFJmERHkfs,FILTHYFELLAS,GRIME WAS NO RULES!!! MANGA JOINS NO RULES SHOW WITH SPECS GONZALEZ,"To guarantee a special episode of No Rules Show Specs Gonzalez hit his contacts to find a pioneer of the No Rules spirit from Britain's greatest homegrown genre of Grime. Roll Deep legend and Grime pioneer Manga came through to talk about No Rules on stage, No Rules on radio and No Rules when the lights are off. Enjoy a classic.

Listen to the No Rules Show on Apple Podcast - https://apple.co/2psK1AW​​​
Listen to the No Rules Show on Spotify - https://spoti.fi/31oUnis​​​

If you haven't subscribed to #FilthyFellas​ yet it's because you're a tramp. Subscribe and rate.","['NO RULES SHOW', 'SPECS GONZALEZ', 'ROLL DEEP', 'WILEY', 'DIZZEE RASCAL', 'MANGA', 'TEGO SIGEL', 'NO RULES', ""THERE'S NO RULES"", 'FILTHYFELLAS', 'FILTHY FELLAS', 'FILTHY @ FIVE', 'SPECZ', 'INTERVIEW', 'PODCAST', 'GRIME', 'GRIME MUSIC']",2022-08-08T16:00:27Z,64338,1513,,130,PT1H32M21S,hd,false
64,ur8guo650Vc,FILTHYFELLAS,THE 2022/23 SEASON BEGINS!!!! PREDICTING THE PREMIER LEAGUE TABLE!!! | FILTHY @ FIVE,"THE BRAND NEW FILTHY AWAY SHIRT IS AVAILABLE NOW AT HTTP://WWW.FILTHYATFIVE.COM

The new season is officially here and that means it's time for Filthy to tell you exactly where every team will finish come the end of the campaign. Running through the teams 20 to 1, Specs, PK, Lippy, Miles, Savage Dan, Poet, Jordy, Caleb and Tego consider all of the important details of a busy summer to let you know who is finishing where.

SHOP FILTHY - https://filthyatfive.com/

Gang.

Listen to Filthy @ Five on Apple Podcast - https://apple.co/3lG1gHL​
Listen to Filthy @ Five on Spotify - https://spoti.fi/3jIsgo0​

If you haven't subscribed to #FilthyFellas​ yet it's because you're a tramp. Subscribe and rate.","['Specs Gonzalez', 'Specz', 'Jordy', 'PK Humble', 'Lippy', 'Miles', 'Miles Fearon', 'Poet', 'Tego Sigel', 'Savage Dan', 'FilthyFellas', 'Filthy Fellas', 'Filthy @ Five', 'Filthy Fellas Podcast', 'FilthyFellas Podcast', 'Caleb', 'Manchester City', 'Premier League Predictions', '2022/23 Predictions', 'Liverpool', 'Manchester United', 'Arsenal', 'FFS']",2022-08-03T16:00:03Z,214868,3944,,608,PT1H19M35S,hd,false
65,b2UrG2DUTw4,FILTHYFELLAS,PRE-SEASON IS NEARLY OVER!!! | FILTHY @ FIVE,"COME ON TOUR WITH US AND JORDY (IN DUBLIN, BRISTOL, BIRMINGHAM, MANCHESTER AND LONDON) - https://bit.ly/3OyFdQu

Fresh from a blockbuster episode starring Champions League winner John Arne Riise, the boys come together to prepare for the 2022/23 season by looking inward. Did PK Humble really ask John Arne Riise if Luis Suarez called him a ""black c*nt""? Are Barcelona wrapped? How is Miles' Twitch campaign going? An outcast member of the crew wearing jean shorts? Margs beefing with a restaurant? Poet hitting the stairs? What a week.

SHOP FILTHY - https://filthyatfive.com/

Gang.

Listen to Filthy @ Five on Apple Podcast - https://apple.co/3lG1gHL​
Listen to Filthy @ Five on Spotify - https://spoti.fi/3jIsgo0​

If you haven't subscribed to #FilthyFellas​ yet it's because you're a tramp. Subscribe and rate.","['FILTHYFELLAS', 'Filthy FEllas', 'Filthy FEllas Podcast', 'FilthyFellas Podcast', 'Filthy @ Five', 'Poet', 'Specs Gonzalez', 'Margs', 'Tego Sigel', 'Tego', 'Miles', 'David Vujanic', 'Vuj', 'Lippy', 'Pk Humble', 'Jordy', 'Chip', 'Margs Vs Chip Battle On The Roof', 'Beef', 'Pre-Season', 'Hashtag United', 'Barcelona', 'Jersey', 'Comedy', 'Funny', 'Banter', 'Twitch']",2022-07-27T16:00:00Z,142815,3572,,378,PT1H6M33S,hd,false
66,8b48lAYoHG4,FILTHYFELLAS,WHAT HAPPENED BETWEEN DAZZA AND THAT HORSE??? | NO RULES SHOW WITH SPECS GONZALEZ,"COME ON TOUR WITH US AND JORDY (IN DUBLIN, BRISTOL, BIRMINGHAM, MANCHESTER AND LONDON) - https://bit.ly/3OyFdQu

It's been nine months since Dazza made his No Rules Show debut and he's counted every single one of the views you lot have given him and since he's been in Jamaica for a month wasting time, Specs decided it was the perfect time to bring him back. With Jordy alongside him helping to maximise his horse story, his Shawn Michaels story, his surprise birthday party and more, Dazza delivers yet another classic episode before he launches his own solo show Dazza Talks, which is going to last 3 episodes max.

Listen to the No Rules Show on Apple Podcast - https://apple.co/2psK1AW​​​
Listen to the No Rules Show on Spotify - https://spoti.fi/31oUnis​​​

If you haven't subscribed to #FilthyFellas​ yet it's because you're a tramp. Subscribe and rate.","['No Rules Show', 'No Rules', 'Dazza', 'Big Daz', 'Daz', 'Specs Gonzalez', 'Specz', 'Tego Sigel', 'Tego', 'Jordy', 'JordyInit', 'Podcast', 'FilthyFellas', 'Filthy Fellas', 'Filthy @ Five', 'Specs Podcast', 'No Rules Podcast', 'Specs Gonzalez Podcast', 'Comedy', 'Funny', 'Shawn Michaels', 'Horse in Jamaica', 'Banter']",2022-07-25T16:00:07Z,118050,2980,,146,PT1H3M46S,hd,false
67,yNNpbABUYWo,FILTHYFELLAS,"JOHN ARNE RIISE JOINS FILTHY TO TALK STEVEN GERRARD, TOTTI & THE GOLF CLUB INCIDENT | FILTHY @ FIVE","THE BRAND NEW FILTHY AWAY SHIRT IS AVAILABLE NOW AT HTTP://WWW.FILTHYATFIVE.COM

With the new season still a few weeks away we thought we'd do something unique on Filthy this week by bringing on a Champions League winner who has the most caps for his country and is famous for the insane power he can generate with his left foot. John Arne Riise sits down with a packed panel of PK Humble, Lippy, Margs, Skits, Savage Dan, Poet, Jordy, Miles and Tego to talk about a few of the legends he's played with and against, his beef with Craig Bellamy, the futures of Martin Odegaard and Erling Haaland and more...

SHOP FILTHY - https://filthyatfive.com/

Gang.

Listen to Filthy @ Five on Apple Podcast - https://apple.co/3lG1gHL​
Listen to Filthy @ Five on Spotify - https://spoti.fi/3jIsgo0​

If you haven't subscribed to #FilthyFellas​ yet it's because you're a tramp. Subscribe and rate.","['John Arne Riise', 'Tego Sigel', 'Lippy', 'Savage Dan', 'Poet', 'Miles', 'Jordy', 'Jordyinit', 'PK Humble', 'Margs', 'Skits', 'Football', 'Liverpool.', 'Chelsea', 'Golf Club', 'Craig Bellamy', 'Golf Club Celebration', 'Premier LEague', 'Steven Gerrard', 'Mousa Dembele', 'Xabi Alonso', 'Francesco Totti', 'Roma', 'Fulham', 'FilthyFEllas', 'Filthy FEllas', 'Filthy @ Five', 'Podcast', 'FilthyFellas Podcast', 'Comedy', 'Funny', 'Banter', 'Martin Odegaard', 'Erling Haaland', 'Manchester City', 'Arsenal']",2022-07-20T16:00:29Z,254024,6743,,657,PT1H33M36S,hd,false
