,video_id,comments
85,6KxgBVs_YuU,"['Lol I new Rashford would beat the claims, fans were too gassed to c him have one bad ssn', '1:00:30', 'Crazy watching this now with the form rashfords in', 'marcus rashford hasnt aged well....', 'Marcus rashford failed wonderkid😂', '1', '“WOW!”', 'Benik Afobe. 😭😭😭', 'Jamaal Lascelles and Josh Murphy. \n😭😭😭', 'Almost every single player from the 2016 Toulon Championship team and 2017 England U20/U21 World Cup Championship teams.\n😭😭😭']"
86,wo6JtbOdH2A,"['There really are no rules...', 'No disrespect we need more regular No Rules Show 3 months ago is too long I been rewatching all the episodes for too long now on a daily lol', 'Question? Lads in your opinion whose been thee best intercontinental champion of all time?', 'RANDOM FACT 🚨: 50 Cents Cousin lol Two Five rapped over Stone Cold Steve Austin’s theme', '29:35 omgggg im finished. Specz get a stand up or suttin fam. Ur too much 😅😅😅😅😅😅', 'in pain waiting on some x ray results but specs is the one that’s got my crying fucking hell', 'I choked on my yogurt at 39:50. I feel bad for laughing at Specs talking about his Mum', ""Spec's idea of heaven is everyone playing footie on 4G forever😇"", ""Should've made this longer guys🔥🔥🔥"", 'Lit episode, but what’s up with the close up shots of Adam 😂']"
87,Sm9Rh-sF9k4,"['Nah I’m choosing the bear because there’s been a couple cases of men fighting off grizzly bears with their bare hands and surviving before. No one has ever fought off a tiger with their bare hands.', 'Pure chaos lol', 'I like this episode because everyone really took time and listened to miles and it was funny and still respectful. Nice to see him being heard and finally even having genuine fun', 'Why lippy always talk about he can fight. My man was so bad in his fight', '39:20 AHHHHAHHAHAAAA WHO SAID MY DOGS DEAD?', '“It’s a real conspiracy, you small head moron” 😂😂😂😂', '30:45', '42:13 Tego: Yea one like\nYou lot if you kno you kno tego use to tweet and just echoes lol 😂😂😂', 'Gun fingers up for Pippin and Aunt Mabel', 'How can you forget oggy and the cockroaches']"
88,K56-1chxKyI,"['I’d pay to watch lippy v pk', 'Standard youtube boxing talk. Lippy has confidence which really helps when your at white collar newbie level. Jake,salt papi trains like an amateur wanting to be pro maybe ksi THEN there is the rest', 'Pk looking like one auntie with that Durag', '20:40', 'Saul in the top 10 truly STIIIINKKKKKKS lol', 'I feel PK loses that boxing match still. Protect the silver tooth my man! lol', 'PK back🤣🤣🤣🤣 Guy & Percy & Co', 'Dont answer your phone for 6 years 🤣 🤣 🤣', 'Miles coming for that most improved player of the season trophy. Intervention worked wonders for man', 'Mid episode boxing press conference going on😭']"
89,Q6_g4Ah9HA4,"['I love Jordy. I love Jordy with my entire heart. 😂🥰', 'David silva didn’t play in a CL final', 'Didn’t Hleb win it at Barca?', ""I'm sure Alexander Hleb won it with Barcelona"", ""Angloma won it with Marseille,\nDavid Silva was never a runner up\nJust because Specs didn't break the rules, he wins..."", 'Kane, son, Nedved, berbatov', 'Liking this...', 'Fye', 'Leaving Aguero out is criminal', 'More content from the mandem u love to see it😁😁😁😁']"
90,BN1-Sro_BvE,"['Ake LB aged well icl', 'Free up the cat😂', '1:16:30', '48:12', 'Telles better than Luke shaw. Tego needs to say my bad', 'miles was right about martinelli tbf', 'the fat white guy knows nothing about football lol', 'Surprised no one picked Martinez as their GK', 'The Gabriel Jesus disrespect on this podcast (not just based on this episode) is real😂', '36:24 is such a howler from miles LOOOL']"
91,9YeTBPlXiVU,"['37:25 You got kicked out again? 😅🤣🤣🤣', 'Bit late but what was the loons situation?', 'The Loons disrespect.', 'great episode 😂', 'Margs was gunna go back to his old ways 😂😂', ""they off on the American sports thing. it's always serious over here and they fill out 90k seater stadiums"", 'Miles is easily one of the best parts ever since being able to take a joke 🤣🤣🤣', '34:56', '4:30', '28:34']"
92,Vyg_lonnG9k,"['54:49', 'I love Skits. I love Skits to pieces. 🥹🥰', 'This is loonz last ever episode', 'TODD CANTWELL', 'Surprised no bale or harry Wilson especially 10 goals 19 assists', 'Lippy gets the W. What about Harry Winks?', 'BEN WHITE', 'So many good players missed out like Ben White, C.Wilson, Sancho, Mavididi, Kilman, Madueke, Maddison, Justin, Ben Johnson, R.James, Sancho, and Henderson.But I know not every player can get picked.', 'Can someone explain to me, does everyone on this panel hate spurs?', 'No Man U players well done 👍🏽']"
93,zt0pnbs_zRM,"[""The reflective glasses Tego's wearing.....no rules"", '12:35', 'No he’s not, end of discussion.', 'Loonz gotta come back', 'Yes he save the team', 'Loons won’t stop till he’s landed a dead joke 🤣', 'Man said BOAT wearing the mike tyson towel 🤣🤣🤣', 'Brudda, come back again Loons! All you gotta do is give the “MY BAD✋🏾”', '15:13', '14:30']"
94,MoOT_KxGD48,"[""Miles Vs Caleb was 100% first team Vs under 23's training ground match, no ref no rules 🤣"", 'she looks like lee dixon loooooooooooooool im crying at specs', '20:47', '20:43 The way Specs got insulted then out of nowhere switched on Miles lmao class 😂😂😂', 'Wait I just clocked this, specs is 37?😂 tego said he finished his GCSE’s when she was born', '50:48 34:56 52:53', 'People coming at Miles for saying you need IQ to be good at a FPS game is just proof of the bias against him💀. You literally need IQ to be really good at any game', 'she looks like Lee Dixon hahahhahah', '48:17 I hate that you guys cut from that because that is a WILD statement from Specs😂😂😂😂', '12:25 sec on wards made me choke on my zoot 😂😂😂😂']"
95,bNE84CbsGgc,"['Specs is a joker', 'I love Chuckie !', 'Chuckie being a staunch defender of the Queen was not what I was expecting. I love him. I love him to bits. 😂🥰', '58:50 Rrrrough sex', '58:49', ""If you do your research h you will find that cannibalism is none to be very salty, by fact human meat is the saltiest meat on the planet.\n\nHuman meat is also known to be as addicting as cocain, so no it isn't a good idea Europeans we're known to be canibals a long time ago and it didn't help their diet and mindset"", 'Legendary episode 🤣🤣', 'This was a vibe still', '52:45 Someone is down Bad!', '17:20 Arrest him!']"
96,MWS_n8nMiEk,"['Im now watching this but you guys forgot about Asamoah Gyan', '1:21:10 that jacket specs put on silent is a HOWLERRR', 'How have i just seen no one pick abedi pele', 'Why weah go so late', '32:10', 'You brothas are lost. How are you man supposed to know ball and you left out Aboutrika. Top 5 African midfielders of all times.', 'Took so long for Sadio to be mentioned 👀', 'Why did it take so long to pick jay jay okocha and George weah Africa’s balon dor winner\n\nRashidi yekini, Joseph yobo, ndidi, geremi, mahrez crazy', '😂😂😂I always come back for that YEAHHHHH RIGHTTTTTT Tego had to know that stinks 🤣', 'My guy loonz']"
97,-8LDaRJnuQE,"['AHMED JOHNSON WAS MY GUYYYY AS A KID', 'I need a genius to tell which episode specs describes someones nose as a shoulder', 'If specs can rock a leather jacket I can, thanks spec', ""IT'S BACK!!!!"", 'I swear Specs is the only guy who can get away with making jokes about serious tings like death n mental health stuff this guy is different man looooool😂😂😂😂', 'I think Specs is on about ""Olives"" at the buffet, not beetles XD', 'The beetle is a date 😭😭😭', 'Specs is just a different level off funny he can brighten your day with laughter !!!!!!!!!! 🤣🤣🤣', 'You man gotta check out undisputed era. Adam cole has the best entrance in wrestling today', 'More than 40 mins next time pls. this show should be 1.5 hours minimum per episode lool']"
98,rMXJZ4Xqrbw,"['Anyone clocked Stevo was getting angry at Lippy lool.', 'How have these man got credibility, they chat so much waffle...', '52:00 margs knew', 'Pk thinking blud I’m better than all these man', 'Marndem are the truth still.', 'No Olise nah ? Maybe next year', '5:36 Guess Lippy was right 🤣🤣🤣', 'Sancho will not get the numbers at United. You’ve seen it here first. He should seriously consider moving on from United already.', 'hudson odoi ahead of sancho is the biggest howler ive seen in a long time from these lot', ""Damn Margs talking about Greenwood's issues is crazy now with the news that just came out""]"
99,l6lCON_ARYI,"['That’s who savage dan is being right now, F.R.I.E.D 😂 A top of the league moment right here 👏🏼', 'Clips would be fire', 'This teego acts like he knows ball all the time just cos your confidence about your opinion doesn’t mean you know ball it’s a howler', 'Why did a think fired', ""Yo where's the clips channel boys!"", 'And I don’t think you can ya send it back', 'Nah the joke was just dead', '🤣🤣🤣🤣🤣', '😭💀💀', 'what episode is this from']"
100,E3P5CmQ0P0I,"[""man u s success was based on fergie and the power money n respect he had. Refs would guarantee man u 10 points linesmen 5 points and fa 15points all due to fergie. Fergies team could beat most but top 8 was due to fergies power n money over as I said refs fa linesmen. Wouldn't surprise me if fergie gave opposite managers money. Man u fans ate extremely deluded. Take the trophys you've got and be happy. Dont mention arsenal because we are aware players now ain't 2003/2004 whilst man fans seem to think any players they've bought are great and they should either the league n challenge...clowns"", 'talk now lippy . spurs 4th bitch !', 'so Dan and BOAT have squashed their ting?', 'tego’s take on chelsea fans about tuchel was complete nonsense as usual. only a tiny minority of chelsea fans have ever doubted tuchel, we’ve always backed him and the lukaku bullshit just reiterated that', '“he’s a straight to anal man” dfkm 😂😂😂', 'T chatting shit again as usual', 'Is boat gay ?', 'Straight to anal 😂😂😂😂😂😂 Margs 😂', 'No one on the panel seems to understand that Arsenal had a lot of squad issues in the beginning with players getting back from the Euro, covid, injuries and transfers not complete (Tomiyasu, Odegard and Ramsdale) so Pablo Mari, Chambers, Balogun and even a new to the league Lokonga had to be started in every game. Arteta therefore couldn’t get results out of a mismatch team were even Kolasinac had to play against City and Chelsea faced a back line of Mari and Holding. \nAs soon as Arteta got the players that he wanted fit and ready to play he has smoothly transformed Arsenal into a really well organised team but still struggling against tough opponents away. Now there is a tough patch of matches coming with big absentees in the centre of midfield. They will be tested and need to get the most out of it before players come back from internationals, covid and injuries as well as hopefully some newcomers in the form of a central midfielder and a highly functional striker', 'Is it that hard to know Liverpool finished 3rd or what?']"
101,xNt5VkItpo8,"['Stitched PK up with the Roberto Carlos pick he was allowed him🤣', '29:59', 'mandem overlooking Neymar is crazy', '💻 beth 😂', ""Created my own draft but this was difficult because you took all the decent Left and Right wingers so I'm playing a diamond in midfield. \n\n----------------------Barthez\n\nMaicon---Varane---Rudiger---V.Bronkhost\n\n----------------------Kimmich\n------------Essien--------------Cambiasso\n-----------------------Rui Costa\n\n---------------------Cole & Yorke \n\nIn the words of specks 'I've Won'"", '“Boys….I’ve won.” Specs 😂', 'For some reason, it annoys me that Margs said that Michel Platini won it with Milan, when he won it with Juventus. 😂', 'i come back to this episode just for the Benni McCarthy joke, have a laugh then stay for the rest', '1:05:59', '1:02:00']"
102,j_M-RAH30fw,"['Rice should of been in that top 10 over Mount 😂', 'Nah Loons took the absolute piss about Margs and his flat Earth belief yet he believes in scientology 🤣🤣🤣💀💀💀', 'No respect on Laporte or Stones.', 'The constant anti-bias towards anything Man utd is beginning to ruin the show. Its always been apparent and its mad how thy all dismiss united as a bad team when thy finished above liverpool and chelsea last year. How many chelsea players in this team ffs? Mason Mount?f**k off...\nBruno should of made this list 100%.', '31:15 Tego got a point', 'No heung min son ?? The hatred for spurs on your podcasts is a joke, biased all the time, not even a mention of a spurs player in the whole video, no football knowledge from any of you', 'You man put Kante at 18th, mind blown', ""They all voted Mo Salah number 1 and yet they're still arguing 🤣\nSteve-o don't know who he voted for"", 'No mention of Foden?', 'Terrible list. Bruno has the moat goal involvements for a midfielder in 2021......']"
103,0fZ17V32j14,"[""Yoooooo 100% I'm like miles re PK's tattoo 😂😂😂😂"", 'Watching this 6 months later is HILARIOUS', '2:24 ayooo PAUSE', 'Jordan Henderson #3 he is the worst midfielder technically out of the other 7', ""Mount is very important for Chelsea but there's no doubt Kante is our most important player"", 'Oi if you’re coming Australia Brisbane’s the spot', 'Jordan Henderson statue can’t wait to see it 🤣🤣🤣', ""If you think Tiago is proven to be top 10, I don't even know what to tell you"", 'All the talk I\'m hearing....the most complete midfield on that list is Declan Rice. 2 footed,can tackle,header,dribble and can run with the ball. If he was in one of the ""top 4 teams"" he would be seen as the best midfield.', 'Archeologists!! Not gynecologists!! 💀😂💀😂💀😂💀😂 big difference between bones and babies man']"
104,bFgJHjOX7zU,"['@32.00 what was they stopping pk from saying 😂', 'this pk guy is an embarrassment and an attention seeker. absolute disgusting individual and disruptive individual who is not funny at all and brings nothing to the table', 'More like Saka the reason u post the finale his no body', 'Sus comment from skits', ""58:33 Tego's had enough 😂😂"", 'I actually thought the introductions from the first live were good. They should’ve kept the same format. Maybe do a WWF style thing 😂😂', '50:25', 'Nah buh i would acc pay for PK to say what he saw on dookie had me dyin nd idek wahgwarn', 'that Halland talk from miles is not insane talk if we get CL…', ""Pogba is not a flop he's smart business man""]"
105,HVDtalahgZc,"['Had to come back to this one, in fucking tears🤣 need loons v pk again', 'Miles had Steve rattled', 'Too funny', 'Sometimes Po just rubs me the wrong way man it’s the feeling of having to shit on man to be good', '1:58', '13:41', '22:14', 'Tego/Tezo is a waste. Man reps Obama. LOL', '34:23', '27:36 when you hear it… playboi carti']"
106,QgfnI6SSEd8,"['Loonz 1-0 HP had nothing 😂', 'Nah man said right left yes no Tego is acc hilarious 😂 🤣', '55:30', 'What’s crazy Arsenal finished above Utd 💀', 'Bare great moments', 'This is still gold', 'Miles and Specs are pure entertainment 🤣', '81 minutes of shotung', '51:04 Specs with Loon 🤣🤣', 'This is crap']"
107,N92mIQ1cvZo,"['That head slap by tigel was mad loud 😂😂😂', 'Jordy’s laugh cures my depression. 😂', 'Now they praising Gabriel Jesus 🤣🤣', 'Did these man say Thiago is Liverpools worst player? These guys just don’t know ball. They r funny but they don’t know ball.', 'That Thiago shout looking more and more shocking by the game', 'Gabriel jesus is a bit of an undatable 😭😭😭 1:01:15', '4:36 miles defo thinking ima search that up when i get home ""mp4""', '""Jamaicans suffer from photosynthesis"".... im dead. its photophobia. photosynthesis is the process by which plants turn sunlight into their foodsource', 'Fast becoming my favourite show how TF have I never knew this existed, lippy should be in bt sport', 'I’ve noticed that Tego don’t mind throwing shots at people like Miles but when the energy is returned he is quiet']"
108,Ci6zee9y62A,"['Harry cursed United in this episode ffs', 'i love how when someone arrives halfway through, mute mouth skitz automatically knows to get up cause he knows hes a waste of a chair', 'bro, miles ball knowledge is trash.', 'Forgot how funny this episode was Hall of Fame no doubt 🔥🔥🔥', '43:20', 'Thread at the end is too too too cold no pun intended', 'Tego definitely has an agenda against arsenal', 'HP Ain’t been back since', 'Icl the way how tego talks to these lot like there kids is mad💀', 'the arteta vs ole vs lampard debate jokes man, but yeah arteta won and got the only silverwear']"
109,bWWmeGIMzuk,"['Don’t ever do live shows again', 'I did mushrooms when I was 19 and two of my friends told me I was having an entire conversation with the straw from my frappè. 😂', 'Nah this might actually be the best episode, need to know what specs said at 31:00', '46:30 Dan called that lol Spurs finished above The Assna 😂', '32:10 😂', 'This episode was a stinker', 'Billy Gilmore is the next xavi', 'Manchester United - 66 trophies.\nLiverpool - 65 trophies.\nArsenal - 48 trophies.\nChelsea - 32 trophies.', '19:25\n\n14:40', 'This is their KING 👑 Specs kills me 😂😂']"
110,owHjfcTypNM,"['43:25 Tego called Taker going to Kick Game, aged well 😂', '43:30 pk popping a cheeky snus', 'the whole I can speak japanese to my boys pk bit was a stinker', 'Bro I swear every every congolese person has a tonton Claude 😭😭', 'honestly best episode of no rules', 'The undertaker on would i lie to you would be A* television. Lee Mack trying to figure out if the Undertaker is lying lol', 'PK making that call about Naruto is 10000000% in the top 3 moments of Filthy Fellas historyyyy!!!! Im dead, full on with all the mandem watching WWE in heaven lol', 'Specs kills me phkne call for the co sign LOOOL', 'Humble needed 🤣🤣', 'Chris Benoit is at Hell in a Cell🤣🤣🤣']"
111,SUwNxwo6se0,"['Auba is done..meanwhile he’s in Barca banging it off against Madrid😕', 'Specs…”Curtis Jones is better than Smith Rowe” mmmmm', 'Where’s miles man howlerrrrrr', 'No miles In the advertX harshhhhh', 'Entire music video no words sang', 'what does skits bring to ff?', 'Odegaard plays more like ozil whil ESR plays more like Ramsey', 'Oi Loons, these man are on smoke!!! Looool', 'Greenwoods potential is unreal watching them up top in a 4-2-2-2 will be crazy', 'Y’all not saying shit to Ronaldo shut up 🤡🤣']"
112,lKlr-v7QFYc,"['Lee trundle is the most skillfull player I have ever seen ......Loons has zero football credibility 😂', 'Miles’ takes always age better than the others on this table', 'when loons got told to stop saying howler n mouthed it 🤣🤣', 'someone ask T if he still thinks Salah is the best😂', ""Tego is honestly becoming unwatchable, he thinks he knows everything even though he's constantly wrong and he talks down on people on the panel as if he's somehow better than them. This is my favourite show on YouTube I watch and rewatch episodes so often but the more I watch the more I wish I could just fast forward every time he speaks."", 'Specs ball knowledge 10/10. Greenwood did become a star... At booting up his gal', 'Lmao ayy miles when you down there do you ever smell dick cheese lmao 🤣', 'Miles had a mare in this episode', 'what you sayin bout ronaldo now', 'This specs must of came from the future with old looking self']"
113,gR9NPZM1TyM,"['Very under rated episode', 'When they sang “Let’s Talk About Sex” together and Loons beatboxed the beat, I was on the stairs for half an hour. 😂💀', 'Why does Specs lowkey look like Seko Fofana lol', 'Tego is gonna get drawn out soon.', 'Miles gets bullied the most for speaking facts', ""Margs is one of those tOp rEd, sentimental, this ain't 1999, big difference between player and manager"", ""43:23 here after Carrick actually did drop Ronadlo vs Chelsea and they got a 1-1 draw...so even Michael freaking Carrick has the balls to drop Ronaldo in a big game (and Bruno vs Villarreal) yet Ole wasn't the problem? When Sancho who was looking like a flop all of a sudden  has 2 goals in 2 games? Yeah ok lol"", 'We blaming CR7 for bad defensing that’s a big howler', 'Shaw and maguire are at fault for 10 goals they need to be drop', 'Margs was talking pure nonsense.']"
114,AyDurbOhWRw,"['Hello......your breaking up? Specs reactions are on 100', 'Need a updated list', 'So YouTube have JUST autoplayed this episode ... 😆🤣😓WHYYY?! at  2:12 does it sound like Papa Wemba trying to sing Baba Black Sheep....\n\nResearch: Papa Wemba or ask an African (ideally Congolese)', 'Specs was right a year late', 'Danny Alvez ot a playmaker????????? LUMES WHAT??', 'i wonder if Trent will be top if they did it again this year', 'The Reece James slander is criminal', '7:23', 'Myles is the Ty of FF', 'I felt tego’s pain on this one 🙉']"
115,EHH8hhT4gHU,"['Anyone who plays fm understands dazza', '55:00 is one of the funniest things ive ever seen in my life', '29:23', 'Legendary', 'Dazza is a good friend—hope he’s doing well man', '""I told you not to feed your cat Pedigree Chum"" 😂😂😂😂😂😂😂', 'The story of how these man became boys is the best🤣🤣', 'This is still the best no rules ever 🤣 dazza needs to be a first team regular on filthy now.', '143k and Dazza is defo counting..', 'Big fucking dazza uno']"
116,agngehaPCO4,"['Yea, watching this back Tego had a howler. Margs was on it for that whole bit about Newcastle', ""This is howler central. Until Newcastle hit Europe, they're not getting any elite player"", 'Looking back at these holidays you realise tego talks rubbish every episode without fail', 'Jeeeeeez as a Newcastle fan how did I miss this episode, howler from Tego, Margs 100% right all episode', '16:10 Margs 👏🏾\n\nTego is chatting shit for the views. No one is that stupid 🤣\nHaaland at Newcastle in 21/22?\nGive it a couple more seasons before we start doing that stuff.', 'Tego had a howler', 'Eddie Howe manager and fighting relegation throw this on the next howler episode.', 'Tego’s stupidity must be contagious', 'Tego is the most annoying yout omds fam, put him back behind the camera', 'Tego is very rude to Lunes does he not like him or something? Its not on as a host you need to have respect for everyone on that panel equally.']"
117,kHj2uI-sgk0,"['Pk looks mad skinny', 'how is luke shaw above cancelo, chilwell and tierney', 'margs is jarring my man thinks every man u player is valid. he dont know ball proper jus biased and. emotional about dead man u ballers', 'No one is gonna mention Zinchenko', '1.robbo 2.chilwell', 'Did anyone ever find out the title of the song PK was trying to sing?', 'tego loves miles man ! every week its something', 'Margs stinker on this episode', 'Reguilon ?', 'Régulion not even mentioned is a travesty']"
118,bLJ0L-JSHz0,"['Margs body language and eye contact is horrible, no conviction when he makes a statement.\n\nYou either know how to say it with chest or your a margs.', 'Tego has the worst ball knowledge', 'Guehi over stones is a stinker', 'Tego.. you argued for harry Maguire this episode 😂😂', 'This season when they do the next list tego needs to do a my bad', '38:46', '1:09:39', 'Am watching this video again for the howlers this has been a vintage episode', ""OAP's that won the EUROS"", 'Maguire is Elite- MAdness']"
119,Ewop8gXv3PI,"['If I don’t see RIP on T-shirts😂😂😂😂😂', 'I am so happy this came back in recommendation I completely forgot I watched it and I am crying again...whe. need this series to come back', 'Part 2 needs to be soon', 'We need Part 2.', 'MAGIC INT BUILDIN!! 🤣 🔥', '37.52', 'Need part 2 ASAP. 2 of the realest and funniest', 'Part two DEFO needed!!! 😂😂😂', 'need a part two so much more shit to unwrap.', '8:45 Pitter No Payper']"
120,ZHS-hM0MKvE,"[""The beauty of Specs is he can sit there slating everyone's pick and calling them shit after having picked Chris Wood for his first lol"", 'Top Teams in order:\nMiles \nLoons \nMargs\nLippy\nPoet\nTego (you had 4 Chelsea players and Loonz called you on it)\nSpecs\nPK', '1:15', 'Rewatching this, there are some howlerssssss. Ronaldo, Bruno, Lukaku, Maguire in the first few picks????', 'Frank onyeka looking like a baller right now', 'Tego loves lippy uno', 'Its funny watching their reactions to these players knowing who they’ve become a whole year later 😂😂😂 everyone was happy with Bruno Fernandes and Harry Maguire.', 'Loonz team obvs the best', 'why is miles so combative lol what a wassio', '29:32 PK looked lost when tego caught him 🤣']"
121,vwYmMNipVX8,"['this has aged badly about Ramsdale! lool', 'that Ödegaard take ended up being a HOWLER', 'Miles, Margs and Specs is an elite trio', 'This aged not so well', 'It’s crazy how majority of those Arsenal signings came good. It shows we really can’t judge a signing until it comes', 'Now Ramsdale top 3 in prem haha', 'Loonz got lucky with the Miles jokes cause my man is broke 🤣', '“You got itv2 + 1” only real jail niggas know about that struggle', 'Poet, Specs and PK have to apologise to Miles about Ben White, 1000%. Tego does not know ball at all. Except for Lippy, Sorch, Joe Black and Sav Dan (a little bit) the rest have football knowledge from Football manager and it shows massively. Still love you lot though', 'Everyone one here was wrong about tomi']"
122,dVrT_HSUzUg,"[""Man said Arsenal fans would've gone crazy had we got Demari Gray? Lol what a Margs stinker"", 'Poet was completely off about Odegaard🤣🤣', 'Looking back at these videos, Miles has got everything wrong 😂', 'this episode aged like milk', ""Crazy how at the time all of this sounded spot on and now seeing how its gone, you'd think this wasn't the same season."", 'You lot were onto Odegaard this episode..5 months later and he’s literally central to everything we do pushing for top4🙏🏾', 'tego has howlers 4 dayzzz', ""Miles is not normal - man can't control his anger and emotions being 30+. Childish behavior and undateable"", '40:40', 'How come Konate wasnt mentioned']"
123,ilXAHBhGOrI,"['thetford sounds like a name invented to make fun of Mike Tyson', 'Specs if l you go see lyle I’m in thetford too bro, I’ll get you a drink I ain’t no crypto guy', '52:52 man said lean on the wall 😂😂😂😂😂', 'Get lippy on he is too funny!', 'By the end of the shit in the river story I was cracking the fuck up', 'This guy making tego look stupid', 'Good ep, very different', 'Specs I have just seen a clip of a one legged wrestler, how come I have never heard you all talking about him? Different to say the least.', 'Typical brit that doesn’t have a clue about Putin', 'Nah specz you trying too much now \nHow can you not know where your hole is 🤦\u200d♂️ really lame this one!!']"
124,kuik5__0GbQ,"['Sol Campbell had to be one of the biggest snake moves. He leaves spurs to come to us then wins the league at their ground. That for me has to be number 1 lol', '15:06 - Specs tell Margs that Margs hat is ""Pissing him of""', 'bro this might really be Margs best episode', 'soloman campbell', '50:19 that Dan comment was brazyyyyy wtf 😮', 'looks like city got Haaland 😂😂😂😂😂😂😂', 'Tego: Liverpool was trying to win the league that season \nEvery team tries to win the league every season \nTego just chat he don’t know ball', 'pk is disgusting and is an attention seeker.', 'margz is disgusting. i believe he swings both ways. his bisexual which is ok if that’s what he likes but he shouldn’t put on an act like a gangster', 'The flag with the waves is 🇰🇮Kiribati \nI spot SA 🇿🇦, Bangladesh 🇧🇩,  Jamaica 🇯🇲,   Sudan 🇸🇩, not sure bout da rest']"
125,Ttb3-ugX6Sc,"['Margs was spot on about Watford sacking their manager first.', 'This video title is shocking in hindsight', 'So glad loons left 😆', 'mateta concheta', '12:22', '29:55', 'Miles was on it this video', 'You lads need to do a watch along of these videos but now, so you can look at all your howlers 👀👀👀', 'Mason Greenwood is going to hit 20 in the league. My man is going to hit 20 years in jail.', 'They should really review these Takes ... Mason Greenwood 😂😂 boyy']"
126,UutY6qrGhqA,"[""It's so funny going back and listening to an old episode like this and hearing all the Arsenal boys begging for Arteta to be sacked. Then on a later one they vote him like the 3rd best manager in the league or something mad like that. Frauds."", 'Damn hearing the Arsenal segment in the 22/23 season as they sit top of the league after 8 games is mad lol', 'These guys where so wrong by arsenal 🤣🤣🤣🤣🤣', 'Watching this back, howlers 😂😂😂 except for the relegated teams', 'They just won the league lol.', 'Jack Grealish is gonna win GAMES for Manchester City this season. \nClass.👏🏿👏🏿👏🏿', 'Damn this didn’t age well fellas🤦🏾\u200d♂️', 'ARSENALLLLL ARSENALLLLLL ARSENALLLLLLL ARSENALLLLLLLL TEGO I WANT A MY BAD FROM ALL THESE FRAUDS', 'margz knows nothing about football it is embarrassing', 'So funny how Miles was right in the end, Arsenal are better than West Ham, beat them both games, top 4']"
127,ErXydQZ5cpg,"['What did Loons say at 1:08?', ""We need loons to be back fully. He's a legend in this ting 😂"", 'I love Loons so much. He has great energy!', 'Loons is the 🐐', '33:20', '26:48', '25:15', 'What is loonz sipping?', ""You can't smoke and watch this show, man's choking and laughing at the same time 🤣 😂"", 'HAHAHHAHA GIVE OF THY COINS AHHAHAHA IM DEAD FUCK OFF LOONZ']"
128,23Xh8ZzMwRs,"['When I make 100M dollars I swear on my life everybody Apart of filthy 2 ms deposited right away', 'Goated episode. Jordy came in like Stone Cold and had smoke for everyone', 'The Jordy roast at the start is a filthy classic', 'This episode was sponsored by Wray & Nephew. 😂😂😂', 'GOAT EPISODE 🐐🐐🐐', '7:42 😂😂😂', 'Jordy was MoTM this episode. 😂🤞🥰', 'Every few months have to watch this. Free my guy Loons.', ""Man Said He's In The Cab Standing Up 🤣😂"", '7:31 pk 😂😂😂']"
129,KtWMZRtiTpw,"['As much as football talk is great I think filthy episodes are a 10/10 when they go off topic', 'Home and AWAY!!! Childhood 😭😭😭😭\n13:53😭😭😭😭😭😭😭😂', 'I need more of these', 'There was so many points in this that killed me 😂😂😂😂😂😂💀 calling the American cnn reporter Australian, calling the hunting dog a rescue dog, the pelvis in the arm. The list goes on 😂😂😂😂🔥', 'This one had me bussin up differently !', 'We need more of this I stg😂', 'Specs look up superwog, Aussie comedy at its finest', 'I never want to hear about kangaroos ever again', 'I want at least 10 more of these. Immediately', 'This was great 😂😂😂😂😂😂😂']"
130,pHN7d4YOQHM,"['Should’ve called it loonshine', 'racist lippy sym x10 lool', 'Too f*ckin funny', 'That food looked good ngl 😂', 'YOUR BEEF WAS IN THE 60’s 🤣🤣🤣🤣🤣🤣🤣🤣🤣😂🤣😂😂😂😂🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣', 'Lippy really said brunos getting found out this season 😅. Brunos most hated in the league kicked it off with a hat trick ⚽️', 'Bruno Fernandez Will Have A Good Season.', 'Tego chats so much nonsense', 'Margs: You have an Arsenal bias\nLippy:  No, I have a racial bias and it still ain’t clicking for your boy', ""If you like Filthy Fellas, you'll love Shambles FM https://youtube.com/channel/UCF_EJvnVvmlFOVNNyU4wSsw""]"
131,DafnHUeuMg0,"['Never known someone to be such a proud wanker 😂', '🐐', 'Get mo Gilligan on', 'Vince Mcmahon faked his death when the limo exploded', 'Bout time 🐐', ""'If your pipe is tucked in a corner, don't go and throw a bucket of water on it to have that 9th shoulder shake' That's what I learned today. Thank you Specs Gonzalez."", ""Who wants miles ? That brother talks like he don't watch football and just want to chill with the boys 😂😂😂"", 'If Leon Knight agrees to come on its viral straight away 🤣', 'Is Ross still in Uni? The guy was in uni for like 8 years', 'What happened to boat? 😂🤷🏽\u200d♂️']"
